sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_7ceb_sent_00142,doc_7ceb,142,"Run LSF jobs
 Use the bsub and lsrun commands to run jobs through LSF. Use the bjobs command to see the status of your jobs. Control job execution with
the bstop, bresume, and bkill commands.",20784,20976,191,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00143,doc_7ceb,143,"Manage users, hosts, and queues
 Make your cluster available to users with cshrc.lsf and proﬁle.lsf. Add or remove hosts and queues from your cluster.",20976,21127,150,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00144,doc_7ceb,144,"Conﬁgure LSF startup
Use the lsf.sudoers ﬁle so that LSF administrators can start and stop LSF daemons. Set up LSF to start automatically.",21127,21266,138,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00145,doc_7ceb,145,"Manage software licenses and other shared resources
Set up an LSF external LIM (ELIM) to monitor software licenses as dynamic shared resources.",21266,21410,143,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00146,doc_7ceb,146,"Start, stop, and reconﬁgure LSF
Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.",21410,21559,148,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00147,doc_7ceb,147,Two LSF administration commands (lsadmin and badmin),21559,21612,52,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00148,doc_7ceb,148,Important: Only LSF administrators or root can run these commands.,21612,21679,66,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00149,doc_7ceb,149,"To start and stop LSF, and to reconﬁgure LSF after you change any conﬁguration ﬁle, use the following commands:",21679,21791,111,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00150,doc_7ceb,150,The lsadmin command controls the operation of the lim and res daemons.,21791,21862,70,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00151,doc_7ceb,151,The badmin command controls the operation of the mbatchd and sbatchd daemons.,21862,21940,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00152,doc_7ceb,152,"If you installed LSF as a non-root user
By default, only root can start LSF daemons.",21940,22024,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00153,doc_7ceb,153,"If the lsﬁnstall command detected that you installed as non-root user, you chose to conﬁgure either a
multi-user cluster or a single-user cluster:
Multi-user conﬁguration
Only root can start LSF daemons.",22025,22228,203,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00154,doc_7ceb,154,Any user can submit jobs to your cluster.,22229,22271,41,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00155,doc_7ceb,155,"For information about changing ownership and permissions for the lsadmin and badmincommands, see Troubleshooting LSF problems.",22271,22398,126,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00156,doc_7ceb,156,"To permit LSF administrators to start and stop LSF daemons, set up the /etc/lsf.sudoers ﬁle, as described in Conﬁgure LSF Startup.",22398,22529,130,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00157,doc_7ceb,157,"Single-user
Your user account must be primary LSF administrator.",22529,22593,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00158,doc_7ceb,158,"You are able to start LSF daemons, but only your user account can submit jobs to the
cluster. Your user account must be able to read the system kernel information, such as /dev/kmem.",22594,22777,182,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00159,doc_7ceb,159,"Setting up the LSF environment with cshrc.lsf and proﬁle.lsf
 Before you use LSF, you must set up the LSF execution environment with the cshrc.lsf or proﬁle.lsf ﬁle.",22777,22943,165,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00160,doc_7ceb,160,"Starting your cluster
 Use the lsadmin and badmin commands to start the LSF daemons.",22943,23028,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00161,doc_7ceb,161,"Stopping your cluster
 Use the lsadmin and badmin commands to stop the LSF daemons.",23028,23112,83,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00162,doc_7ceb,162,"Reconﬁguring your cluster with lsadmin and badmin
 Use the lsadmin and badmin commands to reconﬁgure LSF after you change any conﬁguration ﬁle.",23112,23256,143,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00163,doc_7ceb,163,"LSF Cluster Management and Operations
Setting up the LSF environment with cshrc.lsf and proﬁle.lsf
Before you use LSF, you must set up the LSF execution environment with the cshrc.lsf or proﬁle.lsf ﬁle.",23256,23459,202,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00164,doc_7ceb,164,"Procedure
After you log in to an LSF host, use one of the following shell environment ﬁles to set your LSF environment.",23459,23579,119,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00165,doc_7ceb,165,"In the csh or tcsh shell, run the source command:
% source <LSF_TOP>/conf/cshrc.lsf
In the sh, ksh, or bash shell run the following command:
$ . <LSF_TOP>/conf/profile.lsf
The ﬁles cshrc.lsf and proﬁle.lsf are created during installation by the lsﬁnstall command to set up the LSF operating environment.",23579,23883,303,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00166,doc_7ceb,166,"Starting your cluster
Use the lsadmin and badmin commands to start the LSF daemons.",23883,23967,83,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00167,doc_7ceb,167,"Procedure
1.",23967,23979,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00168,doc_7ceb,168,Log in as root to each LSF server host.,23980,24020,39,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00169,doc_7ceb,169,"If you installed a single-user cluster as a non-root user, log in as primary LSF administrator.",24020,24116,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00170,doc_7ceb,170,"Start with the LSF management host, and repeat these steps on all LSF hosts.",24116,24193,76,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00171,doc_7ceb,171,"Use the following commands to start the LSF cluster:
# bctrld start lim
# bctrld start res
# bctrld start sbd
Before you use any LSF commands, wait a few minutes for the lim daemon all hosts to do the following operations:
Contact each other
Select the management host
Exchange initialization information
Stopping your cluster
Use the lsadmin and badmin commands to stop the LSF daemons.",24196,24584,387,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00172,doc_7ceb,172,"Procedure
1.",24584,24596,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00173,doc_7ceb,173,Log in as root to each LSF server host.,24597,24637,39,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00174,doc_7ceb,174,"If you installed a single-user cluster as a non-root user, log in as primary LSF administrator.",24637,24733,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00175,doc_7ceb,175,"Use the following commands to stop the LSF cluster:
# bctrld stop sbd all
# bctrld stop res all
# bctrld stop lim all
Reconﬁguring your cluster with lsadmin and badmin
Use the lsadmin and badmin commands to reconﬁgure LSF after you change any conﬁguration ﬁle.",24736,24997,260,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00176,doc_7ceb,176,"Procedure
1.",24997,25009,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00177,doc_7ceb,177,Log in as root to each LSF server host.,25010,25050,39,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00178,doc_7ceb,178,"If you installed a single-user cluster as a non-root user, log in as primary LSF administrator.",25050,25146,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00179,doc_7ceb,179,"Reload modiﬁed LSF conﬁguration ﬁles and restart lim:
# lsadmin reconfig
Reload modiﬁed LSF batch conﬁguration ﬁles:
# badmin reconfig
Reload modiﬁed LSF batch conﬁguration ﬁles and restart mbatchd:
# badmin mbdrestart
This command also reads the LSF_LOGDIR/lsb.events ﬁle, so it can take some time to complete if a lot of jobs are running.",25207,25548,340,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00180,doc_7ceb,180,"Check LSF status
Use LSF administration commands to check cluster conﬁguration, see cluster status, and LSF batch workload system conﬁguration and status.",25548,25703,154,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00181,doc_7ceb,181,"Example command output
The LSF commands that are shown in this section show examples of typical output.",25703,25806,103,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00182,doc_7ceb,182,"The output that you see might differ according to your
conﬁguration.",25807,25876,68,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00183,doc_7ceb,183,"The commands are described briefly so that you can easily use them to verify your LSF installation. See the LSF Command Reference or the LSF man
pages for complete usage and command options.",25876,26066,190,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00184,doc_7ceb,184,You can use these commands on any LSF host.,26067,26111,43,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00185,doc_7ceb,185,"If you get proper output from these commands, your cluster is ready to use. If your output has errors, see Troubleshooting LSF problems for help.",26111,26257,145,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00186,doc_7ceb,186,"Check cluster conﬁguration with the lsadmin command
 The lsadmin command controls the operation of an LSF cluster and administers the LSF daemons lim and res.",26257,26416,158,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00187,doc_7ceb,187,"Check cluster status with the lsid and lsload commands
 The lsid command tells you if your LSF environment is set up properly. The lsload command displays the current load levels of the cluster.",26416,26611,194,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00188,doc_7ceb,188,"Check LSF batch system conﬁguration with badmin
 The badmin command controls and monitors the operation of the LSF batch workload system.",26611,26749,137,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00189,doc_7ceb,189,"Find batch system status using the bhosts and bqueues commands
 Use the bhosts command to see whether the LSF batch workload system is running properly.",26749,26901,152,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00190,doc_7ceb,190,"The bqueues command displays the status of
available queues and their conﬁguration parameters.",26902,26997,94,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00191,doc_7ceb,191,"Related concepts
LSF Cluster Management and Operations
Check cluster conﬁguration with the lsadmin command
The lsadmin command controls the operation of an LSF cluster and administers the LSF daemons lim and res.
Use the lsadmin ckconﬁg command to check the LSF conﬁguration ﬁles.",26997,27277,280,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00192,doc_7ceb,192,"The -v option displays detailed information about the LSF conﬁguration:
The messages that are shown in the following output are typical of lsadmin ckconﬁg -v.",27278,27436,158,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00193,doc_7ceb,193,"Other messages might indicate problems with your LSF
conﬁguration.",27437,27504,66,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00194,doc_7ceb,194,"% lsadmin ckconfig -v
Checking configuration files ...
EGO 3.6.0 build 800000, Jul 25 2017
Copyright International Business Machines Corp. 1992, 2016.",27504,27655,150,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00195,doc_7ceb,195,"US Government Users Restricted Rights - Use, duplication or disclosure restricted by GSA ADP Schedule Contract
with IBM Corp.
 binary type: linux2.6-glibc2.3-x86_64
Reading configuration from /opt/lsf/conf/lsf.conf
Aug 3 13:45:27 2017 20884 6 3.6.0 Lim starting...",27655,27920,264,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00196,doc_7ceb,196,Aug 3 13:45:27 2017 20884 6 3.6.0 LIM is running in advanced workload execution mode.,27920,28006,85,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00197,doc_7ceb,197,Aug 3 13:45:27 2017 20884 6 3.6.0 Master LIM is not running in EGO_DISABLE_UNRESOLVABLE_HOST mode.,28006,28105,98,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00198,doc_7ceb,198,"Aug 3 13:45:27 2017 20884 5 3.6.0 /opt/lsf/10.1/linux2.6-glibc2.3-x86_64/etc/lim -C
Aug 3 13:45:27 2017 20884 7 3.6.0 Could not construct product entitlement version array
Aug 3 13:45:27 2017 20884 Last message repeated 1 time(s).",28105,28336,230,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00199,doc_7ceb,199,Aug 3 13:45:27 2017 20884 6 3.6.0 initEntitlement: EGO_AUDIT_MAX_SIZE was not set.,28336,28418,82,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00200,doc_7ceb,200,"Default value <100> will be
used.",28419,28453,33,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00201,doc_7ceb,201,Aug 3 13:45:27 2017 20884 6 3.6.0 initEntitlement: EGO_AUDIT_MAX_ROTATE was not set.,28453,28537,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00202,doc_7ceb,202,"Default value <20> will
be used.",28538,28571,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00203,doc_7ceb,203,Aug 3 13:45:27 2017 20884 6 3.6.0 LIM is running as IBM Spectrum LSF Standard Edition.,28571,28658,86,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00204,doc_7ceb,204,"Aug 3 13:45:27 2017 20884 6 3.6.0 reCheckClass: numhosts 1 so reset exchIntvl to 15.00
Aug 3 13:45:27 2017 20884 6 3.6.0 Checking Done.",28658,28794,135,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00205,doc_7ceb,205,No errors found.,28794,28811,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00206,doc_7ceb,206,See Troubleshooting LSF problems or the LSF Command Reference for help with some common conﬁguration errors.,28811,28920,108,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00207,doc_7ceb,207,"Check cluster status with the lsid and lsload commands
The lsid command tells you if your LSF environment is set up properly. The lsload command displays the current load levels of the cluster.",28920,29114,193,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00208,doc_7ceb,208,"lsid command
The lsid command displays the current LSF version number, cluster name, and host name of the current LSF management host for your cluster.",29114,29266,151,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00209,doc_7ceb,209,"The LSF management host name that is displayed by the lsid command can vary, but it is usually the ﬁrst host that is conﬁgured in the Hosts section
of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle.",29266,29462,196,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00210,doc_7ceb,210,"For example:
% lsid
My cluster name is cluster1
My master name is hosta
If you see the Cannot open lsf.conf file message, then the LSF_ENVDIR environment variable is probably not set correctly. Use the cshrc.lsf
or proﬁle.lsf ﬁle to set up your environment. See Troubleshooting LSF problems for more help.",29463,29769,305,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00211,doc_7ceb,211,"lsload command
The output of the lsload command contains one line for each host in the cluster.",29769,29864,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00212,doc_7ceb,212,Normal status is ok for all hosts in your cluster.,29865,29915,50,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00213,doc_7ceb,213,"For example:
% lsload
HOST_NAME status r15s r1m r15m ut pg ls",29916,29977,61,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00214,doc_7ceb,214,"it tmp swp mem
hosta ok 0.0 0.0 0.1 1% 0.0 1 224 43G 67G 3G
hostc -ok 0.0 0.0 0.0 3% 0.0 3 0 38G 40G 7G
hostf busy *6.2 6.9 9.5 85% 1.1 30 0 5G 400G 385G
hosth busy 0.1 0.1 0.3 7% *17 6 0 9G 23G 28G
hostv unavail
A busy status is shown for hosts with any load index beyond their conﬁgured thresholds. An asterisk (*) marks load indexes that are beyond their
thresholds, causing the host status to be busy. A minus sign (-) in front of the value ok means that res is not running on that host.",29978,30470,491,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00215,doc_7ceb,215,"If you see one of the following messages after you start or reconﬁgure LSF, wait a few seconds and try the lsload command again to give the lim
daemon on all hosts time to initialize:
lsid: getentitlementinfo() failed: LIM is down; try later
LSF daemon (LIM) not responding ... still trying
If the problem persists, see Troubleshooting LSF problems for help.",30470,30829,358,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00216,doc_7ceb,216,"Other useful commands
The bparams command displays information about the LSF batch system conﬁguration parameters.",30829,30944,114,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00217,doc_7ceb,217,The bhist command displays historical information about jobs.,30944,31006,61,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00218,doc_7ceb,218,"Check LSF batch system conﬁguration with badmin
The badmin command controls and monitors the operation of the LSF batch workload system.",31006,31143,136,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00219,doc_7ceb,219,Use the badmin ckconﬁg command to check the LSF batch system conﬁguration ﬁles.,31143,31222,79,1,2026-01-26T12:31:03Z
