enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
56,minjobage,MinJobAge,56,slurm,config_param,"MinJobAge is a configuration parameter in SLURM that controls how soon the record of a completed job can be purged from the slurmctld daemon memory, affecting job visibility using the squeue command.",1,2,2,[],"{
  ""term"": ""MinJobAge"",
  ""canonical"": ""minjobage"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""MinJobAge is a configuration parameter in SLURM that controls how soon the record of a completed job can be purged from the slurmctld daemon memory, affecting job visibility using the squeue command."",
  ""aliases"": []
}"
57,squeue,squeue,57,slurm,command,The squeue command is used to display the status of jobs in the SLURM scheduler queue.,1,24,18,[],"{
  ""term"": ""squeue"",
  ""canonical"": ""squeue"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The squeue command is used to display the status of jobs in the SLURM scheduler queue."",
  ""aliases"": []
}"
58,accounting records,accounting records,58,slurm,log_or_state_path,"Accounting records are logs that store information about completed jobs in the SLURM scheduler, preserving job records beyond the slurmctld daemon's memory.",1,5,5,[],"{
  ""term"": ""accounting records"",
  ""canonical"": ""accounting records"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""Accounting records are logs that store information about completed jobs in the SLURM scheduler, preserving job records beyond the slurmctld daemon's memory."",
  ""aliases"": []
}"
59,priority/basic,priority/basic,59,slurm,config_param,"priority/basic is a scheduling option in SLURM that schedules jobs on a First In First Out (FIFO) basis, but may not be suitable for high throughput environments.",1,1,1,[],"{
  ""term"": ""priority/basic"",
  ""canonical"": ""priority/basic"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""priority/basic is a scheduling option in SLURM that schedules jobs on a First In First Out (FIFO) basis, but may not be suitable for high throughput environments."",
  ""aliases"": []
}"
60,prologslurmctld,PrologSlurmctld,60,slurm,other_hpc,"PrologSlurmctld is an optional component in SLURM that runs a separate slurmctld thread for every job start, which can limit scheduler throughput.",1,6,3,[],"{
  ""term"": ""PrologSlurmctld"",
  ""canonical"": ""prologslurmctld"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""PrologSlurmctld is an optional component in SLURM that runs a separate slurmctld thread for every job start, which can limit scheduler throughput."",
  ""aliases"": []
}"
61,epilogslurmctld,EpilogSlurmctld,61,slurm,scheduler,EpilogSlurmctld is a component of SLURM (Slurmctld) that is not recommended for high-throughput environments due to its impact on scheduler performance.,1,9,4,[],"{
  ""term"": ""EpilogSlurmctld"",
  ""canonical"": ""epilogslurmctld"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""scheduler"",
  ""short_definition"": ""EpilogSlurmctld is a component of SLURM (Slurmctld) that is not recommended for high-throughput environments due to its impact on scheduler performance."",
  ""aliases"": []
}"
62,job array,job array,62,slurm,resource,"A job array is a collection of related jobs submitted as a single job script, where each job in the array shares the same resources and executes the same command with different parameters.",1,13,8,[],"{
  ""term"": ""job array"",
  ""canonical"": ""job array"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""A job array is a collection of related jobs submitted as a single job script, where each job in the array shares the same resources and executes the same command with different parameters."",
  ""aliases"": []
}"
63,job write lock,job write lock,63,slurm,other_hpc,"A job write lock is a resource acquired by the slurmctld daemon in a high throughput environment when PrologSlurmctld or EpilogSlurmctld are enabled, which can limit scheduler throughput due to its costly acquisition.",1,2,1,[],"{
  ""term"": ""job write lock"",
  ""canonical"": ""job write lock"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job write lock is a resource acquired by the slurmctld daemon in a high throughput environment when PrologSlurmctld or EpilogSlurmctld are enabled, which can limit scheduler throughput due to its costly acquisition."",
  ""aliases"": []
}"
64,scheduler throughput,scheduler throughput,64,slurm,other_hPC,Scheduler throughput refers to the rate at which a SLURM scheduler can process and manage jobs in a high-throughput environment.,1,1,1,[],"{
  ""term"": ""scheduler throughput"",
  ""canonical"": ""scheduler throughput"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Scheduler throughput refers to the rate at which a SLURM scheduler can process and manage jobs in a high-throughput environment."",
  ""aliases"": []
}"
65,high throughput environment,high throughput environment,65,slurm,other_hpc,"A high throughput environment is an HPC context where many jobs are submitted and executed quickly, emphasizing job throughput over other factors.",1,1,1,[],"{
  ""term"": ""high throughput environment"",
  ""canonical"": ""high throughput environment"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A high throughput environment is an HPC context where many jobs are submitted and executed quickly, emphasizing job throughput over other factors."",
  ""aliases"": []
}"
66,first in first out (fifo),First In First Out (FIFO),66,slurm,job_state,First In First Out (FIFO) is a job scheduling policy in SLURM that schedules jobs based on their submission order.,1,1,1,[],"{
  ""term"": ""First In First Out (FIFO)"",
  ""canonical"": ""first in first out (fifo)"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""First In First Out (FIFO) is a job scheduling policy in SLURM that schedules jobs based on their submission order."",
  ""aliases"": []
}"
67,schedulerparameters,SchedulerParameters,68,generic,config_param,"SchedulerParameters is a collection of configuration options that control various aspects of job scheduling, such as delaying job submission, deferring job scheduling, and setting minimum intervals for scheduling logic.",1,8,7,[],"{
  ""term"": ""SchedulerParameters"",
  ""canonical"": ""schedulerparameters"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""SchedulerParameters is a collection of configuration options that control various aspects of job scheduling, such as delaying job submission, deferring job scheduling, and setting minimum intervals for scheduling logic."",
  ""aliases"": []
}"
68,batch_sched_delay,batch_sched_delay,69,both,config_param,"batch_sched_delay is a scheduler configuration parameter that controls the maximum delay for scheduling batch jobs, affecting job submission rate and responsiveness.",1,1,1,[],"{
  ""term"": ""batch_sched_delay"",
  ""canonical"": ""batch_sched_delay"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""batch_sched_delay is a scheduler configuration parameter that controls the maximum delay for scheduling batch jobs, affecting job submission rate and responsiveness."",
  ""aliases"": []
}"
69,batch jobs,batch jobs,70,generic,queue_or_partition,"Batch jobs are a type of job submitted to an HPC scheduler for execution in a non-interactive manner, often in a queue.",1,6,5,[],"{
  ""term"": ""batch jobs"",
  ""canonical"": ""batch jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Batch jobs are a type of job submitted to an HPC scheduler for execution in a non-interactive manner, often in a queue."",
  ""aliases"": []
}"
70,defer,defer,71,both,config_param,"The defer option is a scheduling parameter that delays the initiation of individual jobs to allow multiple jobs to accumulate and be scheduled at once, potentially improving system responsiveness when large numbers of jobs are submitted simultaneously.",1,2,2,[],"{
  ""term"": ""defer"",
  ""canonical"": ""defer"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""The defer option is a scheduling parameter that delays the initiation of individual jobs to allow multiple jobs to accumulate and be scheduled at once, potentially improving system responsiveness when large numbers of jobs are submitted simultaneously."",
  ""aliases"": []
}"
71,defer_batch,defer_batch,72,both,config_param,"defer_batch is a configuration parameter in SLURM and LSF that delays the scheduling of batch jobs to improve system responsiveness when many jobs are submitted at once, allowing multiple jobs to accumulate and be scheduled together.",1,1,1,[],"{
  ""term"": ""defer_batch"",
  ""canonical"": ""defer_batch"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""defer_batch is a configuration parameter in SLURM and LSF that delays the scheduling of batch jobs to improve system responsiveness when many jobs are submitted at once, allowing multiple jobs to accumulate and be scheduled together."",
  ""aliases"": []
}"
72,interactive jobs,interactive jobs,73,generic,job_state,"Interactive jobs are user sessions that require immediate interaction, as opposed to batch jobs that run unattended.",1,2,2,[],"{
  ""term"": ""interactive jobs"",
  ""canonical"": ""interactive jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Interactive jobs are user sessions that require immediate interaction, as opposed to batch jobs that run unattended."",
  ""aliases"": []
}"
73,scheduling parameters,scheduling parameters,74,generic,config_param,"Scheduling parameters are configuration options that control the behavior of the scheduler, such as job delay, deferral, and minimum interval.",1,1,1,[],"{
  ""term"": ""scheduling parameters"",
  ""canonical"": ""scheduling parameters"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Scheduling parameters are configuration options that control the behavior of the scheduler, such as job delay, deferral, and minimum interval."",
  ""aliases"": []
}"
74,scheduling logic,scheduling logic,75,generic,other_hpc,"The scheduling logic refers to the algorithms and processes that manage job submission, scheduling, and execution on an HPC system.",1,1,1,[],"{
  ""term"": ""scheduling logic"",
  ""canonical"": ""scheduling logic"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The scheduling logic refers to the algorithms and processes that manage job submission, scheduling, and execution on an HPC system."",
  ""aliases"": []
}"
75,sched_min_interval,sched_min_interval,76,generic,config_param,"sched_min_interval is a configuration parameter that controls the minimum interval between scheduling logic runs in an HPC scheduler, allowing for more efficient job management.",1,1,1,[],"{
  ""term"": ""sched_min_interval"",
  ""canonical"": ""sched_min_interval"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""sched_min_interval is a configuration parameter that controls the minimum interval between scheduling logic runs in an HPC scheduler, allowing for more efficient job management."",
  ""aliases"": []
}"
76,job submit,job submit,77,generic,command,"Job submit refers to the action of initiating a job on the HPC cluster using a scheduler command, such as sbatch or bsub.",1,1,1,[],"{
  ""term"": ""job submit"",
  ""canonical"": ""job submit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""command"",
  ""short_definition"": ""Job submit refers to the action of initiating a job on the HPC cluster using a scheduler command, such as sbatch or bsub."",
  ""aliases"": []
}"
