id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
45,45,additional allocation,allocation,seed,0.0,head_match,1,1,1,1,allocation,0.95,additional allocation is a type of allocation.,"When an allocation grows, the bacct command shows: Additional allocation on <num_hosts>","[""allocation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""When an allocation grows, the bacct command shows:\nAdditional allocation on <num_hosts>"", ""Additional allocation on <hostC> <hostD>;\nMon Jun 2 11:51:40 2009: Completed <done>.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""allocation"",
""confidence"": 0.95,
""reason"": ""additional allocation is a type of allocation."",
""evidence_sentence"": ""When an allocation grows, the bacct command shows: Additional allocation on <num_hosts>""
}",2026-01-29T23:21:45Z
46,46,additional functionality formula,formula,seed,0.0,head_match,1,1,1,1,formula,1.0,additional functionality formula IS-A formula,,"[""formula"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""formula"",
""confidence"": 1.0,
""reason"": ""additional functionality formula IS-A formula""
}",2026-01-29T23:21:45Z
47,47,additional host,host,seed,0.0,head_match,1,1,1,1,host,1.0,additional host is a type of host in the context of HPC schedulers like LSF.,"If the first execution host does not have enough processors or job slots to run the entire job, LSF looks for additional hosts.","[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""If the ﬁrst execution host does not have enough processors to run the entire job, LSF selects additional hosts that are not deﬁned as ﬁrst\nexecution host candidates."", ""If the ﬁrst\nexecution host does not have enough processors or job slots to run the entire job, LSF looks for additional hosts.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""additional host is a type of host in the context of HPC schedulers like LSF."",
""evidence_sentence"": ""If the first execution host does not have enough processors or job slots to run the entire job, LSF looks for additional hosts.""
}",2026-01-29T23:21:45Z
48,48,additional information job,job,seed,0.0,head_match,1,1,1,1,job,1.0,additional information is a type of job information,,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""additional information is a type of job information""
}",2026-01-29T23:21:45Z
49,49,additional information job,information job,seed,0.0,head_match,1,1,1,1,information job,1.0,"Both child and proposed parent are classes, and the is-a relation is valid.",,"[""information job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""information job"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the is-a relation is valid.""
}",2026-01-29T23:21:45Z
50,50,additional job,job,seed,0.0,head_match,1,1,1,1,job,1.0,additional job is a type of job,"When you need additional job information, you might prefer to have the job output displayed line by line.","[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""When you need additional job information, you might prefer to have the job\noutput displayed line by line."", ""You can submit additional jobs to the job group without\nspecifying the service class name again.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""additional job is a type of job"",
""evidence_sentence"": ""When you need additional job information, you might prefer to have the job output displayed line by line.""
}",2026-01-29T23:21:45Z
51,51,additional resource,resource,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Job slots are the default preemption resource. To deﬁne additional resources to use with preemptive scheduling, set
PREEMPTABLE_RESOURCES in lsb.params, and specify the names of the custom resources as a space-separated ","[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]","[""Job slots are the default preemption resource. To deﬁne additional resources to use with preemptive scheduling, set\nPREEMPTABLE_RESOURCES in lsb.params, and specify the names of the custom resources as a space-separated list."", ""Request additional resources to allocate to running jobs\nThe new bresize request subcommand option allows you to request additional tasks to be allocated to a running resizable job, which grows the\nresizable job.""]",,2026-01-29T23:21:45Z
52,52,additional resource job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"additional resource is a type of job resource, job is the correct parent.",,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""additional resource is a type of job resource, job is the correct parent.""
}",2026-01-29T23:21:45Z
53,53,additional restriction,restriction,seed,0.0,head_match,1,1,1,1,restriction,1.0,additional restriction is a type of restriction.,,"[""restriction"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""You can also\nset some additional restrictions when you submit a job."", ""You can also\nset some additional restrictions when you submit a job.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""restriction"",
""confidence"": 1.0,
""reason"": ""additional restriction is a type of restriction."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
54,54,additional task,task,seed,0.0,head_match,1,1,1,1,task,1.0,The term 'additional task' is a type of task.,"Tasks are distributed evenly to the hosts, and any additional tasks are distributed to the first hosts.","[""task"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""JOB_NAME SUBMIT_TIME\n118 userA RUN normal hostA 7*host1 myjob Nov 29 14:27\n 7*host2\n 6*host3\n 6*host4\n 6*host5\nTasks are distributed evenly to the hosts, and any additional tasks are distributed to the ﬁrst hosts. There are 7 tasks on host1 and host2, and\n6 tasks on host3, host4, and host5."", ""Request additional resources to allocate to running jobs\nThe new bresize request subcommand option allows you to request additional tasks to be allocated to a running resizable job, which grows the\nresizable job.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""task"",
""confidence"": 1.0,
""reason"": ""The term 'additional task' is a type of task."",
""evidence_sentence"": ""Tasks are distributed evenly to the hosts, and any additional tasks are distributed to the first hosts.""
}",2026-01-29T23:21:45Z
55,55,administrative tool,tool,seed,0.0,head_match,1,1,1,1,tool,0.95,"An administrative tool is a type of tool, and both terms are classes.",,"[""tool"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""badmin\n The badmin command is the administrative tool for LSF.\nbapp\n Displays information about application proﬁle conﬁguration."", ""bctrld\n Administrative tool to control LSF daemons.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""tool"",
""confidence"": 0.95,
""reason"": ""An administrative tool is a type of tool, and both terms are classes.""
}",2026-01-29T23:21:45Z
56,56,advance reservation,reservation,seed,0.0,head_match,1,1,1,1,reservation,0.95,advance reservation is a type of reservation.,brsvadd adds an advance reservation and brsvdel deletes an advance reservation.,"[""reservation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""brsvadd\nAdds an advance reservation."", ""brsvdel\nDeletes an advance reservation.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""reservation"",
""confidence"": 0.95,
""reason"": ""advance reservation is a type of reservation."",
""evidence_sentence"": ""brsvadd adds an advance reservation and brsvdel deletes an advance reservation.""
}",2026-01-29T23:21:45Z
57,57,advance reservation cluster,cluster,seed,0.0,head_match,1,1,1,1,cluster,1.0,An advance reservation is a type of cluster reservation.,,"[""cluster"", ""job"", ""host"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""cluster"",
""confidence"": 1.0,
""reason"": ""An advance reservation is a type of cluster reservation."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
58,58,advance reservation enhancement,enhancement,seed,0.0,head_match,1,1,1,1,enhancement,1.0,"Both child and proposed parent are classes, and the evidence supports the is-a relation.",,"[""enhancement"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Related reference\nLSB_PLAN_KEEP_RESERVE parameter in the lsf.conf ﬁle\nAdvance reservation enhancements\nA new parameter, AR_AVAILABLE_STATUS is introduced to the lsb.params ﬁle."", ""Related concepts\nUse external job switch controls\nRelated reference\nLSB_ESWITCH_METHOD parameter in the lsf.conf ﬁle\nRelated information\nbswitch -a command option\nAdvance reservation enhancements\nLSF now features enhancements to advance reservations.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""enhancement"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the evidence supports the is-a relation.""
}",2026-01-29T23:21:45Z
59,59,advance reservation host,host,seed,0.0,head_match,1,1,1,1,host,0.95,"An advance reservation host is a type of host in LSF, so the is-a relation is valid.","Options
-nosusp
If speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.","[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance\nreservation job starts."", ""The amount of time, in minutes, before the start of the advance reservation for LSF to run the pre-script (as speciﬁed by the -E option) and to\nstop dispatching new jobs to the advance reservation hosts.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""An advance reservation host is a type of host in LSF, so the is-a relation is valid."",
""evidence_sentence"": ""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.""
}",2026-01-29T23:21:45Z
60,60,advance reservation job,job,seed,0.0,head_match,1,1,1,1,job,1.0,An advance reservation job is a type of job in HPC schedulers.,"Options
-nosusp
If speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.
Non-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.","[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance\nreservation job starts."", ""Non-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""An advance reservation job is a type of job in HPC schedulers."",
""evidence_sentence"": ""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.\nNon-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.""
}",2026-01-29T23:21:45Z
61,61,advance reservation job,reservation job,seed,0.0,head_match,1,1,1,1,reservation job,0.95,"An advance reservation job is a type of job, and the proposed parent 'reservation job' is a more specific type of job.","Options
-nosusp
If speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.
Non-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.","[""reservation job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance\nreservation job starts."", ""Non-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""reservation job"",
""confidence"": 0.95,
""reason"": ""An advance reservation job is a type of job, and the proposed parent 'reservation job' is a more specific type of job."",
""evidence_sentence"": ""Options\n-nosusp\nIf speciﬁed, LSF will not suspend non-advance reservation jobs that are running on the advance reservation hosts when the ﬁrst advance reservation job starts.\nNon-advance reservation jobs continue to run, and advance reservation jobs do not start until resources are available.""
}",2026-01-29T23:21:45Z
